path,file_name,kind,in_scope,scan_status,run_status,root_cause,scan_timestamp
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/05 四大搅屎棍策略.txt,05 四大搅屎棍策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.318214
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/05 用机器学习批量快速生产小盘策略.txt,05 用机器学习批量快速生产小盘策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.320816
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/05 随机森林策略，低换手率，年化近50%.txt,05 随机森林策略，低换手率，年化近50%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.321941
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/06 87.5%胜率之分歧反包二板.txt,06 87.5%胜率之分歧反包二板.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.326304
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/06 PEG+成长+小市值+RSRS择时.txt,06 PEG+成长+小市值+RSRS择时.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.328545
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/06 iAlpha 基金投资策略.txt,06 iAlpha 基金投资策略.txt,jq_strategy_txt,False,no_initialize,non_executable,no_initialize,2026-04-04T09:50:22.329103
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/06 国九小市值策略【年化100.5% 回撤25.6%】.txt,06 国九小市值策略【年化100.5% 回撤25.6%】.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.332835
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/06 高股息低杠杆稳定小市值轮动策略.txt,06 高股息低杠杆稳定小市值轮动策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.336014
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/07 为了挣点积分自己实盘的策略分享出来.txt,07 为了挣点积分自己实盘的策略分享出来.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.338118
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/07 股债波动平衡.txt,07 股债波动平衡.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.339808
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/07 致敬经典作品——小兵哥《一致性风险度量》——极速版.txt,07 致敬经典作品——小兵哥《一致性风险度量》——极速版.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.344156
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/07 连板龙头策略.txt,07 连板龙头策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.347332
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/07 追首板涨停 过去两年年化304%.txt,07 追首板涨停 过去两年年化304%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.348983
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/08 14个月200%，超短线实盘交易策略！无未来函数.txt,08 14个月200%，超短线实盘交易策略！无未来函数.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.351185
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/08 ETF动量轮动RSRS择时-魔改3小优化.txt,08 ETF动量轮动RSRS择时-魔改3小优化.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.353107
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/08 因子分析 营业利润TTM.txt,08 因子分析 营业利润TTM.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.357977
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/08 国九条后中小板微盘小改，年化135.40%.txt,08 国九条后中小板微盘小改，年化135.40%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.361231
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/08 科技与狠活 纯粹的数据挖掘策略.txt,08 科技与狠活 纯粹的数据挖掘策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.364327
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/09 iAlpha 基金投资策略.txt,09 iAlpha 基金投资策略.txt,jq_strategy_txt,False,no_initialize,non_executable,no_initialize,2026-04-04T09:50:22.364958
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/09 大容量小市值持仓95只，媲美金元顺安元启.txt,09 大容量小市值持仓95只，媲美金元顺安元启.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.365880
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/09 干积分-量化策略简易框架.txt,09 干积分-量化策略简易框架.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.369410
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/09 持续跑赢大盘-真蓝筹v2(资金容量千万以上).txt,09 持续跑赢大盘-真蓝筹v2(资金容量千万以上).txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.371886
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/10 10倍-二板排板战法优化.txt,10 10倍-二板排板战法优化.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.375570
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/10 10年52倍，年化59%，全新因子方法超稳定.txt,10 10年52倍，年化59%，全新因子方法超稳定.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.378591
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/10 多因子宽基ETF择时轮动改进版-高收益大资金低回撤.txt,10 多因子宽基ETF择时轮动改进版-高收益大资金低回撤.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.382288
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/10 研究 多因子选股.ipynb,10 研究 多因子选股.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.382293
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/10 龙头首阴战法改版二.txt,10 龙头首阴战法改版二.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.387685
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/100 barra风险因子收益归因-全市场-修改版.ipynb,100 barra风险因子收益归因-全市场-修改版.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.387695
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/100 使用K-means 聚类对基金分类.ipynb,100 使用K-means 聚类对基金分类.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.387698
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/100 全市场选股？7年5倍不择时，回撤30%左右.txt,100 全市场选股？7年5倍不择时，回撤30%左右.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.389425
"/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/100 研究 回测提速十倍,过滤ST,退市,停牌,新股优化方法.ipynb","100 研究 回测提速十倍,过滤ST,退市,停牌,新股优化方法.ipynb",notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.389429
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/100 配套资料说明.txt,100 配套资料说明.txt,jq_strategy_txt,False,not_strategy,non_executable,非策略文件（研究文档/配套资料）,2026-04-04T09:50:22.389441
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/11 一个简单而持续稳定的懒人超额收益策略.txt,11 一个简单而持续稳定的懒人超额收益策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.389970
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/11 低价小盘简单有效.txt,11 低价小盘简单有效.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.392235
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/11 低风险中等收益策略.txt,11 低风险中等收益策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.393482
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/11 研究 多因子选股策略——基于传统分析.ipynb,11 研究 多因子选股策略——基于传统分析.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.393486
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/11 缠论交易策略.txt,11 缠论交易策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.399826
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/12 全市场选股？7年5倍不择时，回撤30%左右.txt,12 全市场选股？7年5倍不择时，回撤30%左右.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.401434
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/12 用子账户模拟多策略分仓.txt,12 用子账户模拟多策略分仓.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.408212
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/12 研究 机器学习用于量化分析.ipynb,12 研究 机器学习用于量化分析.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.408219
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/12 致敬市场--5 定投ETF之躺平赢.txt,12 致敬市场--5 定投ETF之躺平赢.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.408891
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/12 致敬聚宽： 机器学习多因子，50只持仓，14年37倍.txt,12 致敬聚宽： 机器学习多因子，50只持仓，14年37倍.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.409967
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/13 5年15倍的收益，年化79.93%，可实盘策略，拿走不谢！.txt,13 5年15倍的收益，年化79.93%，可实盘策略，拿走不谢！.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.413602
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/13 7年40倍模拟超过两年年化高回撤低.txt,13 7年40倍模拟超过两年年化高回撤低.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.416325
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/13 【涨停研究三】连板股票收益统计与回测.txt,13 【涨停研究三】连板股票收益统计与回测.txt,jq_strategy_txt,False,not_strategy,non_executable,非策略文件（研究文档/配套资料）,2026-04-04T09:50:22.416339
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/13 不含未来宽基etf轮动8年50倍年化60%.txt,13 不含未来宽基etf轮动8年50倍年化60%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.418110
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/13 首板高开-低开-弱转强混合策略（今年收益1138.61%）.txt,13 首板高开-低开-弱转强混合策略（今年收益1138.61%）.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.421264
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/14 FOF养老成长基金-v2.0.txt,14 FOF养老成长基金-v2.0.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.427652
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/14 为实盘做的更新： 分钟级别和盘中止损.txt,14 为实盘做的更新： 分钟级别和盘中止损.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.430929
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/14 四年多翻9倍，年化73%，成长因子评分筛选.txt,14 四年多翻9倍，年化73%，成长因子评分筛选.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.432979
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/14 安全摸狗策略.txt,14 安全摸狗策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.433768
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/14 胜率65%之缩量分歧反包战法.txt,14 胜率65%之缩量分歧反包战法.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.437047
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/15 10年52倍，年化59%，全新因子方法超稳定.txt,15 10年52倍，年化59%，全新因子方法超稳定.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.439668
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/15 2020年 267%年化 13%回撤 上涨趋势策略修改版.txt,15 2020年 267%年化 13%回撤 上涨趋势策略修改版.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.442400
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/15 小市值排除3个bug版，22年至今收益506%回撤11%.txt,15 小市值排除3个bug版，22年至今收益506%回撤11%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.446183
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/15 小市值策略之再优化，年化接近翻倍.txt,15 小市值策略之再优化，年化接近翻倍.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.447718
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/15 高股息低杠杆小市值轮动策略.txt,15 高股息低杠杆小市值轮动策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.450788
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/16 ETF轮动策略升级-多类别-低回撤.txt,16 ETF轮动策略升级-多类别-低回撤.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.453236
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/16 动量ETF轮动RSRS择时-升级.txt,16 动量ETF轮动RSRS择时-升级.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.455205
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/16 大市值价值投资，从2005年至今超额稳定.txt,16 大市值价值投资，从2005年至今超额稳定.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.456363
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/16 研究 缠论工具（笔， 线段）.ipynb,16 研究 缠论工具（笔， 线段）.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.456366
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/16 集合竞价三合一，今年收益1067%，年化198%.txt,16 集合竞价三合一，今年收益1067%，年化198%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.461146
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/17 5年多因子超额收益1055%，K线风险过滤，无未来函数.txt,17 5年多因子超额收益1055%，K线风险过滤，无未来函数.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.463710
"/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/17 8年13倍的ETF动量轮动策略,有滑点,无未来函数,回撤小.txt","17 8年13倍的ETF动量轮动策略,有滑点,无未来函数,回撤小.txt",jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.466106
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/17 基金跟随策略，19年年化60%.txt,17 基金跟随策略，19年年化60%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.469310
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/17 多品种ETF动量轮动+EPO优化.txt,17 多品种ETF动量轮动+EPO优化.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.470708
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/17 科技与狠活.txt,17 科技与狠活.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.473583
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/18 20行代码8年高胜率躲过了牛年第一场大跌.txt,18 20行代码8年高胜率躲过了牛年第一场大跌.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.474116
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/18 6年17倍的etf+分级b的轮动趋势策略跟随感悟.txt,18 6年17倍的etf+分级b的轮动趋势策略跟随感悟.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.475894
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/18 动量ETF轮动-RSRS择时-卡尔曼滤波.txt,18 动量ETF轮动-RSRS择时-卡尔曼滤波.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.477618
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/18 国庆节献礼：实例说明白马股攻防转换策略.txt,18 国庆节献礼：实例说明白马股攻防转换策略.txt,jq_strategy_txt,False,not_strategy,non_executable,非策略文件（研究文档/配套资料）,2026-04-04T09:50:22.477629
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/18 微盘股400多角度深入研究.txt,18 微盘股400多角度深入研究.txt,jq_strategy_txt,False,not_strategy,non_executable,非策略文件（研究文档/配套资料）,2026-04-04T09:50:22.477637
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/19 【复现】高频价量相关性，意想不到的选股因子.txt,19 【复现】高频价量相关性，意想不到的选股因子.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.478369
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/19 复现FFScore财务模型.txt,19 复现FFScore财务模型.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.481871
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/19 机器学习线性回归小市值.txt,19 机器学习线性回归小市值.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.484719
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/19 简单到发指的股指策略(2013到现在收益10949%).txt,19 简单到发指的股指策略(2013到现在收益10949%).txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.485096
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/19 高股息低市盈率稳健增长的价投策略.txt,19 高股息低市盈率稳健增长的价投策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.487132
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/20 【复现】因子择时？？？.txt,20 【复现】因子择时？？？.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.489988
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/20 人人可躺平16年3400%.txt,20 人人可躺平16年3400%.txt,jq_strategy_txt,False,no_initialize,non_executable,no_initialize,2026-04-04T09:50:22.490458
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/20 冲天炮最高板策略，收益惊呆了我.txt,20 冲天炮最高板策略，收益惊呆了我.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.491911
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/20 小市值高频交易法有赚就好 2年3.86%低回撤.txt,20 小市值高频交易法有赚就好 2年3.86%低回撤.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.493367
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/20 小盘股动态调仓，100只10年17倍.ipynb,20 小盘股动态调仓，100只10年17倍.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.493370
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/21 【原创】年化123%最大回撤14%涨停弱转强竞价战法.txt,21 【原创】年化123%最大回撤14%涨停弱转强竞价战法.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.496715
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/21 以“网红”ETF轮动为例.txt,21 以“网红”ETF轮动为例.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.498495
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/21 利用宏观经济数据的中长线策略深度研究.txt,21 利用宏观经济数据的中长线策略深度研究.txt,jq_strategy_txt,False,not_strategy,non_executable,非策略文件（研究文档/配套资料）,2026-04-04T09:50:22.498506
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/21 北向资金股票轮动-优质策略可直接实盘.txt,21 北向资金股票轮动-优质策略可直接实盘.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.499884
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/21 行业ETF轮动+择时，15年至今年化收益35%，回撤16%.txt,21 行业ETF轮动+择时，15年至今年化收益35%，回撤16%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.501999
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/22 “开弓”ETF轮动模型——改.txt,22 “开弓”ETF轮动模型——改.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.503637
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/22 带上止损的核心资产轮动才更安心，低回撤，高收益率.txt,22 带上止损的核心资产轮动才更安心，低回撤，高收益率.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.505167
