,600000.XSHG,600009.XSHG,600010.XSHG,600011.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600019.XSHG,600025.XSHG,600028.XSHG,600029.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600115.XSHG
2022-01-19,-0.012038888838703542,-0.012664627934299542,-0.017012265059038956,-0.010820137315657988,0.015113316774886292,-0.004437765425845374,-0.026995461387624622,0.03536338586119567,0.006399303822903261,-0.02813886801026339,-0.008836978544816477,0.002217727656568357,0.03409184186594754,-0.022162249165177388,0.01952081438711893,0.02798972853944686,-0.012573086101491405,-0.00555027237720467,-0.020726184947475405,-0.004069222821606098
2022-01-20,-0.0007317994868586234,0.01319299996164741,0.021803669420408935,-0.014961921292432942,-0.03934650128451989,-0.0004248955855248426,0.00587075059937281,0.004988353753700834,-0.006533464950180879,0.00249504199327869,0.030308896167044953,0.007634683379250186,-0.007467368500061685,-0.01000395634191991,-0.0033970471535546137,0.03273479923661281,-0.003666014190523946,-0.0003958868904141594,-0.009646271418726059,0.021979667148839296
2022-01-21,0.0391967450948935,0.009012260988627766,0.001655458075708515,0.0007356566634846956,-0.04768613577571491,0.014903017285696348,0.0026833283199168717,0.008566841013214503,-0.014229243881674097,-0.0076891375795418325,-0.00822049873006346,0.020432459681460777,-0.007575196732061866,0.04165320644219595,0.008617248380300748,-0.025513653199914634,-0.002570925865039137,-0.013033502443128314,-0.04388764939640049,0.031989418802275786
2022-01-24,0.01406285084440008,0.010664146357986251,0.003308073205994085,-0.027640351373848755,-0.009672342791108735,0.016835615495680255,-0.021024400595650052,-0.05063538632501627,-0.004542120155618528,-0.0028351510805507767,0.002711268328294183,0.014570372870290725,0.012752116244624172,0.005175396104878433,0.023910627761734186,-0.030379395616266295,0.010091636289547805,0.01253076726673885,-0.024791245721604786,-0.030057412173647782
2022-01-25,-0.014918842529512031,-0.013230828850305843,0.015068389270048619,-0.012290775673821903,-0.017126970365624078,-0.012232674733891183,0.022372646683084235,0.00026086748753904263,-0.0035850205071382454,-0.0022001099740210353,0.025841206686530453,-0.014983434532064837,0.026310165818802078,0.004209925978430073,-0.0032083876395069544,0.05001800995868563,-0.021112789795971927,-0.007073715191340121,-0.024648624783280004,0.01904923941072339
2022-01-26,0.033783778673033574,0.03339845562809277,0.024478975062920096,-0.003952409355919313,-0.007304819549796931,-0.0334233954498813,0.04071747070363586,0.009379561562969355,-0.009839138097389661,0.02656113777973935,-0.019455290335200017,0.008132440684453481,-0.003452582685816694,0.01277354279760602,-0.0012714707837224292,-0.02901855782222449,0.001511527453400756,0.020977282837507234,-0.0005843281170797049,0.01550230243178172
2022-01-27,-0.020910589713481063,-0.0005252158653970428,-0.012490209101771548,0.014939616802094196,0.0006298312452399155,0.013801473526732251,0.02175420852315732,0.013832371502427767,0.005462368685872884,-0.019964245170228104,-5.572221333802473e-05,-0.010661808040316658,-0.006881279134084531,-0.007490683015005018,-0.019598511495644892,-0.0391467717826798,-0.013362860966555336,0.0038675890384831813,-0.026963540908549802,0.00031364472943248687
2022-01-28,0.03800536848621929,0.020461131105044786,0.03287083018241058,0.007822557538654525,0.023350196459728922,-0.014479294609355748,-0.012886805340439685,-0.054782804122749454,0.02372290948084598,0.03080647959639772,-0.011063544906945394,-0.0050790341279447,-0.015077242273819229,0.007653071029549832,0.022498650906064815,-0.03485543947762082,0.008188770612845045,-0.005533435434382909,0.002267887839333787,0.00917988003348582
2022-01-31,-0.003764048775456423,-0.0020717370681156123,-0.004277503351092778,0.01940632403576563,0.008375199202549932,0.004411670754747216,-0.025419034421845656,-0.007571594864263084,0.017973383206783485,0.0007539314624784581,0.013190629391782767,0.035330236006552676,0.02077212138417633,0.001863166753994847,-0.010219783403914542,-0.05107099192111797,-0.0033676984494570507,-0.006520249916336983,0.007807323887907514,-0.0030781045394937517
2022-02-01,-0.006407701188735887,-0.03558797861014441,-0.01879935658300133,0.009533020816011149,0.03431815262265389,-0.0019505076749124688,0.006556221471482466,0.01904956313905611,-0.01621787872400499,0.007336280865708843,-0.014809802126643175,0.017296488769820234,0.0030280609590346524,0.005969036279628795,-0.01565197194837178,0.0141406471922157,0.04169425842462032,-0.020158233908564124,-0.0067951801529504766,0.004632149483361837
2022-02-02,0.01572812423991633,-0.01119092570578938,-0.0566606058028548,0.0271837898832805,0.015210122391682854,-0.034858950609733305,-0.012151375835591118,0.03136364859054652,0.02895592836915732,0.018772800453578892,-0.003522248679197253,0.0016597483762501994,-0.0026185161025225295,0.022564795665376742,-0.0175168481299022,-0.016115993097684096,0.020205491736720312,-0.0008872291102312327,0.027569347109076162,-0.013430244139610914
2022-02-03,-0.001095567206776502,-0.018448259696879066,0.0001472536284713427,-0.029570938739975978,-0.009752668419099256,-0.028725077298562357,0.013878464663825169,0.014331786795193037,-0.0346052546096869,0.026677714910011457,0.049948302528397076,0.0009201277347268191,-0.012822285204492896,0.05648661182006093,-0.026379369966050215,0.0004021293373819677,0.0035924454526384685,0.026902952409048293,0.007194779502535768,-0.009972677915769028
2022-02-04,-0.019023687407759123,-0.006836436404922711,-0.02013854721890288,0.0009565063956936588,-0.01128392359720973,-0.029880755865795014,0.025102915767498075,-0.009953450468580788,-0.02536273609950625,-0.0033651826897508307,0.001367431319353175,-0.03492933451158067,0.006632953342515255,-0.020943151373805292,0.03422057618381576,0.010479210241534696,-0.007997999802186328,-0.014903355406347003,-0.002099354151272479,0.012255814831665796
2022-02-07,-0.0005098825717039932,-0.004343176142737133,0.001167405816357913,-0.012077178624739093,-0.0068641185368607536,-0.04171584877810008,0.019474524617047354,0.005975955606435239,-0.015469116880668604,0.03797469962710478,0.0017403296078477312,-0.02072287143950394,0.01713474842940917,0.00796096433018525,0.007891599709684387,-0.00851511209303181,0.009009914475560694,-0.005235165804421891,0.011118829032916845,-0.03809888908021278
2022-02-08,-0.008677469259583782,0.034443101956163895,-0.015341349108006004,-0.012076765949863729,-0.008959226768999502,-0.024296122717772865,-0.04416561552456504,-0.004611727970472257,0.0027171884816331376,-0.0010501013707730435,-0.0028975712389577367,0.0008608174170077529,0.020456829431015282,-0.0038089237185843358,-0.011481651541745392,-0.005622509697761726,0.011586935195135515,0.02824053757086499,-0.012562874783383566,0.0019786757405776743
2022-02-09,0.006767148838719193,-0.01985156013457646,0.0004083433442583626,-0.029313477146841904,-0.035381006074787974,0.00733492815784514,-0.007677494826615656,0.004045608152424383,-0.00035789954016700104,-0.019528000973275946,-0.0009050860392867295,-0.024662026100297104,0.027819447160028012,-0.027119406897199275,-0.003915705419371625,-0.020845431760944964,0.011408423467215911,-0.006628627425630057,-0.010373334392424202,0.017064030901031087
2022-02-10,0.0005886118335510437,0.010332888918719346,-0.019626518730349297,-0.028096338878550137,0.002144159240802673,-0.006376927109894625,0.012528693449078886,-0.001598169053250994,0.004101506784692599,-0.03246765059882488,0.037768738792285136,-0.003284839700640638,0.013951739406783981,-0.016721833404392532,0.006160198044346818,-0.026056895270494908,0.009041356765193421,-0.007119481687716656,0.0005838100787113489,0.01395948060260195
2022-02-11,-0.024650806224405603,-0.01368983461225594,0.00914648562173531,0.041964429490934936,-0.002761646693229635,0.01182272235847865,-0.0021394293971696014,0.03884491189512599,-0.034944433339305116,0.0018924208933871602,-0.03251088067124122,-0.05013143141073433,0.005949241062356337,0.0027899559229491804,-0.005696738754844027,-0.002123881800795063,0.06196598868142515,-0.005163502760628688,0.010202487225001498,-0.012987296392277619
2022-02-14,0.005904651500812062,-0.00476467350111235,-0.008210369654594601,0.036377970644006496,0.02354369926368678,0.0027349329479846134,-0.04608423871887934,-0.007220184465051393,0.05406055128810167,-0.0046132333327941625,0.022064351441073164,0.028838848039052015,0.004379278317119502,-0.016836432637363046,-0.04870624663565777,0.013683264172179091,-0.016295120056470963,0.0035230090377538427,-0.024996406791787284,-0.005304750809404044
2022-02-15,0.0006743810980210649,0.0053718716208859575,-0.022296443747048283,0.023938218975227046,-0.011937895694639425,-0.033489389209064906,-0.002180468399269276,0.0006875061805292018,0.003211788663435195,0.02724264807370158,-0.0047289767347171874,-0.002392392487375427,-0.02206368762466187,0.01641107005775794,0.0036861812815620716,-0.008400554545883256,-0.038093493869309276,0.02888824390110175,-0.024553599289121146,-0.011825560187394113
2022-02-16,0.007166890221520065,-0.02393115857233373,-0.02987019556506287,-0.042478951654013296,0.01441993905811271,-0.010903724894526434,0.0585454018494666,-0.019887101312617467,-0.018429020468578427,-0.01130785940570803,0.004862693102769782,-0.009404066775706228,0.012246644280050241,-0.01957176779977309,-0.02763183436927162,-0.03596429478818215,-0.044471483358743936,-0.010361380389501136,-0.0060196062478644384,-0.012628740549663666
2022-02-17,0.02486811594374324,0.024560604192162702,-0.0066960597488900375,-0.03587842226383926,-0.011334102161101058,-0.011996427878341232,-0.01314269924556116,-0.013954378077964898,-0.013069257914496145,-0.007730832317955195,-0.012710821976311133,0.004166450172511843,0.007207374318097222,-0.018212901743649798,0.025421306520140664,-0.019601246036812278,-0.032356012276306745,0.007615561427301035,-0.016348162688286795,0.00642582941514776
2022-02-18,-0.04807337202201061,0.02784911882966135,0.013445868160808044,-0.030009530983260035,-0.029575542476925714,0.03344531808195055,-0.014747598069959176,-0.01668369697465248,-0.045321041882985656,-0.007015564112031083,-0.004554392296715057,0.014309861935389705,-0.02798156856368951,-0.030405735844812192,0.009019252695529537,0.020134601424541296,-0.03142304702235766,0.021630281725994824,0.0007508368297364291,0.021836106781492916
2022-02-21,-0.0014044072303523315,-0.05044555834975901,-0.0030393476463207777,0.0212028763734254,-0.01787492038167429,-0.007759299378149044,-0.003522670071019566,-0.05799027759736964,0.033426951508749525,-0.018027513597943492,0.010114708649455979,-0.0017340227229641744,0.025152381127187203,0.008121122448561618,-0.004698485430419492,-0.017870301850385604,0.01595701402764278,-0.037468826079092334,0.01291780840551785,-0.021980895031097455
2022-02-22,0.0250456732391328,0.003225990853253902,0.012882475357002175,0.0016397762764943874,-0.03504754190281994,-0.01721458326790677,0.013447786752227648,0.00333311634719688,0.023619798106113442,0.008065491260743435,-0.019334037814053195,-0.01592128275441268,0.0020583478104647442,-0.04628088132000211,0.033468837712459704,0.008834934727551145,0.024540691940977445,-0.03161207881618338,0.024891303207105114,0.04462997822055497
2022-02-23,-0.026417567107546353,0.015428035898075333,2.219889374586293e-05,-0.030888676964964883,0.009857679437037395,0.01667206409674697,-0.012022531053376938,0.02331833040510446,-0.033335268135783955,-0.029895122928992882,0.002731947911775047,0.0005077055594454343,-0.014331469768482104,0.016191888719437716,0.010617886284318987,0.01716278141868032,-0.0024627287070453524,0.012051605359566817,-0.008913006060599893,0.04107637380173193
2022-02-24,-0.01625091540243971,0.042105948589166234,0.0006977589417881714,-0.027510217791374855,0.027361587009772023,0.0025180277678991804,0.01702248196760476,0.024477118370851866,0.006759111082900505,-0.011844816896256292,0.019514267553385003,1.5110149091910961e-05,0.01371715637216838,-0.04307461147582923,0.008939634340197037,-0.012771716502900604,0.03306619274357061,0.012461746957781903,0.004797154916985932,0.009726199867004431
2022-02-25,-0.019968817057534366,0.03246513381056108,0.03982740836833809,0.007858270210964326,0.031808071371472776,-0.011382963973450677,-0.015942271324499616,0.000818494974578457,0.008698820767357974,-0.007879733624862408,0.010755363807369675,0.006127789641468281,-0.0199661355058211,0.010375860349034425,0.017270564850430423,0.003429386351807819,0.02305296206523385,-0.024348075869939038,0.009359008442637035,-0.023405614127935497
2022-02-28,-0.02228162716466175,-0.0126186166747558,-0.0188412036714849,-0.010959916374822756,-0.004283006214223776,0.016743089726627688,-0.0064231807741140495,-0.031712514135391855,0.02280135692990321,-0.01674180267230079,-0.0011744085420925744,0.00893073013881423,0.003992208368055656,0.02188359095042951,0.009580062867855179,-0.01722619159394216,0.04357124347983324,0.0038866692667646648,-0.0029468045324301246,0.01927850846111142
2022-03-01,0.0049890189186014445,0.007984563858786542,0.049843679972013735,-0.005502428565100933,-0.006355217880347917,0.002331570240249276,0.021430318711620773,-0.030130680603807983,-0.039311117829530104,-0.011742305412402952,-0.03267845918118575,-0.00849662695051277,0.010049993922585803,-0.01781497727104527,-0.02853653153562685,0.0013867432343069594,0.017250869692303408,-0.03389946877033225,0.016404647966119682,0.016346124074766523
2022-03-02,0.01908170204313256,0.02436960429743373,0.04404027849319232,-0.0071218409723811035,0.0021914316015571624,-0.00832876866496051,3.953689511621551e-05,0.03065746711272624,-0.026900289678613378,-0.01722099344331151,0.027543618730091226,0.020400730138041796,-0.00726263293634156,0.0170880400224144,0.006824316849840665,0.03000549218001976,0.0014901918765354524,0.020512642277451646,0.052840238209852404,0.011961983100949326
2022-03-03,0.0009865633158968729,0.014448939704419593,-0.007305617164077698,0.047759354110494645,0.0036014207539196296,-0.005458666404510258,-0.016713780100400727,0.021944403832128773,0.017343748256554777,-0.009947087428281865,0.011529026902448454,-0.030171119364257128,0.003699411501463125,0.00905512704153389,0.03414659619118446,-0.015416376054573789,-0.025567052576046488,-0.017908559218500836,-0.0267313700062984,0.026733147155179663
2022-03-04,0.030972785900480734,0.006404331558976579,0.024425898913702962,0.0026791676116047066,-0.0019022329540153203,-0.006660752381075234,-0.0062078198275513094,-0.030956031126180627,0.005285095272146774,-0.0008066782042808739,0.014907214481557516,0.0018704699287721942,-0.0032540740313818347,-0.017423860600152608,0.0014430647364352264,0.01476474461632324,-0.022866779821677216,0.001749475073614785,0.004660859030589679,-0.014361295672365286
2022-03-07,-0.011757126098160004,0.004612216975324289,-0.02266842036585246,0.006998474304987851,-0.017907087473184,0.02125707386066433,0.046756554907766,-0.017215136034036394,0.010684157247493494,-0.014534838097640387,0.020819083475955794,-0.025305168181704307,0.009611735168554254,-0.017459779337787053,-0.004139691781967375,-0.02062050550294614,0.016447009417915073,-0.016739607088791738,0.011039285186636551,-0.006881960565246659
2022-03-08,-0.0022894474359772586,0.0029551181480025708,-0.015236493433176974,0.004207342270817738,0.030606691287088223,-0.015561895716654285,0.023436202865476898,0.029961952669755685,-0.016323099780560877,-0.029101092101811034,0.0060392180034352936,-0.01094815045533746,0.03737206438326005,0.0006961508099966441,-0.016043988160703584,-0.02294319022023423,0.0217980991818166,-0.011423679481683728,0.0008765759892085652,0.01911605490224962
2022-03-09,-0.009685167038616604,-0.0009185765748032128,-0.00033136819645040154,0.013666490230321838,0.011814886710206515,-0.00440227462509657,0.0012729812299303552,-0.007435580230469775,-0.029552248138388894,0.0051520171479625875,0.037843835216661355,-0.017674382813821256,-0.015460594192054061,-0.017414555432874828,0.014491835574462451,0.008969709083928802,-0.0031707538483291354,-0.018360381232779305,0.001847535832798486,-0.031292442546716086
2022-03-10,0.0028685313371498646,0.017430487721758682,-0.025023982732673557,-0.030650365536593276,0.03158875783389719,-0.012235192790091698,0.02271895691887644,-0.003079953303956634,-0.0032390963388265475,0.0087682539899329,-0.017679977134928814,0.002649942869912911,-0.007629788296481853,-0.026409868868100626,0.006749641494527982,-0.005266156137558323,-0.003140496568894156,-0.024203218868283156,0.03182800735525608,0.01753428372772232
2022-03-11,0.01928311768343957,-0.0061088940488336395,-0.0345836577900684,0.039058347649790215,-0.0012219501601173628,-0.014975995920401075,0.008336031489662278,0.02334241576006595,-0.00046101112170932393,0.025571503358787495,0.021659998770337374,-0.021527623748041173,-0.013475802113189527,0.01915074326559535,-0.05425225127620876,-0.0029891138632997757,-0.028616624032493435,-0.009531076028670494,-0.005976401780584083,-0.00716488755815016
2022-03-14,-0.011045225042252171,-0.02194287299257628,0.045838225336373724,0.037349240083227014,-0.02324131640512567,0.031642335026071354,-0.007989309809457059,0.0025837494666342093,-0.0012654791979383173,-0.013194972825079317,0.019677046872122933,0.0025177306115331563,-0.009531028464384828,-0.026091788876009454,-0.01787190027438241,-0.03282760231204194,0.0002444709683033893,-0.023933311845687918,-0.005311210250370825,0.027402037072207418
2022-03-15,0.023985991458431714,-0.0006455378820523562,-0.0017416945228629986,0.03759749098842016,0.010415122407174224,-0.006556129197530458,-0.02852036234240904,0.007877464363294865,0.01658647545165725,-0.01263303049027288,0.005824055102760654,-0.007271465898300586,-0.0036806479839800546,-0.049756441151246625,-0.00443562807432271,0.019387386048161086,-0.012628051111331164,0.0010505273643063252,-0.01511901413383841,0.0072088335258554586
2022-03-16,-0.004330463950723472,-0.018784830813640137,0.026651029353302557,0.018578640270644303,-0.012098135278563496,0.009955766188355548,0.010748240056407614,0.012846024700223519,-0.03388511791990156,0.020132130820652558,-0.011393979258514628,-0.007156558668825338,0.052757635045204004,0.0060374676144202355,-0.00772644950894351,-0.04410588745511812,0.027795282678927113,-0.02690419341617205,-0.02006877806999007,-0.006627045981756984
2022-03-17,0.02832823583400585,0.015464799733315184,-0.003156750196805199,0.00616584127277642,-0.012007713857422116,0.0027930737913070165,0.001466734895562733,0.01937539791362706,0.01934356244877899,0.009879547644112896,-0.0072469511509220454,0.014836445887802531,-0.0018393693240609322,-0.021638287374262658,-0.008065755838218773,0.0016905396756864907,0.018204315673294908,-0.0036705634431430613,-0.024183974224792123,0.0011348336659363883
2022-03-18,0.0022691208011310477,0.003716752578055061,0.018397430319088606,0.02037846480179797,-0.011884217447633332,-0.01232286916097887,-0.020803974219109463,0.013976313405609526,0.02897640216675431,-0.006301638558178469,-0.004828611294499864,0.029335651137979528,0.010111157064300155,0.0087247140960211,-0.023818330119474537,0.01357456138558838,-0.018582726810195165,-0.022680403718699164,-0.006935431535334244,-0.011715854468973804
2022-03-21,-0.004431993887700787,-0.028819632690498382,0.01917632612935345,0.022553725890328582,-0.038946849482816286,0.019569156113331005,-0.016210572596432528,0.017139510739655722,-0.0013689298533283128,0.0005755112816199717,-0.003701952988424374,0.024242584084669724,-0.024791760250500564,0.012156806774700171,0.02202660329779101,0.014326801610808213,0.046493978286468354,-0.010578935254493977,0.019146096451870626,-0.0021218127068284064
2022-03-22,0.02466812152705339,-0.0001537799144273895,-0.007757515637249392,0.026121444077432582,-0.0098312387803786,-0.02825451517801112,-0.010336937663476566,0.012380658931770646,0.027840775031741826,0.0022225875059302424,0.0263639413446805,-0.027163498429551864,-0.008865269296358058,-0.005771502343082023,-0.0022911885494504057,0.0016818877650039397,0.013818219147843855,-0.008896136763409805,0.002780573739062512,-0.0009024578064810331
2022-03-23,-0.018517798077822997,-0.0022733337816287077,-0.002873190597942363,-0.003301611300060922,0.000635189131629015,0.0015134708122677228,-0.008645903582146605,0.025454294679425296,-0.023389612584060332,-0.014419402169397926,0.05559927248447112,-0.0207598270997846,-0.027075093494195172,0.014689534900024358,-0.04154239707547748,-0.004705478199448779,0.04291649850152977,-0.03089871844306801,-0.03963928971477427,-0.029983624039153965
2022-03-24,0.01796719136693971,0.02249553439971625,-0.010251775939570178,0.01366424808002138,0.02780510655023979,0.03574692828859651,-0.004926705623596964,-0.046029434353399734,-0.016417578448193734,-0.008536083898705152,-0.005178775931567812,-0.0037571880201743902,0.022377891958613387,0.02548856853375163,-0.003433473078495667,0.021969697521036374,0.007153227332621788,0.0012901194572514344,0.018130883142199277,0.0014450409647583163
2022-03-25,0.04115622354195524,-0.028768223335891185,-0.010303417981840354,-0.002530377939079006,0.008789053809159812,0.02535920974206178,-0.00048797134472313287,-0.02844459299012414,0.016850277929100085,0.01509917532283929,-0.03883717318758812,-7.608267341598767e-05,-0.03180283661360596,-0.013293021950041251,-0.018056178539255997,0.016185293964839715,0.0023366034834436757,-0.025711820015120554,0.017601319259146847,-0.028676116478568287
2022-03-28,0.006602275809418876,-0.016280213385831126,-0.007313541650610398,0.01008541496076768,0.01042898798119058,0.026739381471119206,-0.0016450739934290653,0.00612901725926682,-0.008754746448086492,0.0036397976524559527,0.008789720960170234,-0.0019661969490875203,-0.03607500968184993,0.006629417926617907,0.007291229547109141,-0.013603469526959018,-0.025687740721450282,0.029517583010079302,0.009828910217888046,-0.004581620618434196
2022-03-29,-0.022740657662949748,-0.01643629656842692,0.026051807935724633,0.002753238817360922,-0.011011741340014128,0.01019378462449312,-0.016287963748926472,0.030016860605607563,0.027056010697934504,-0.009331481424055533,-0.012573404940617205,-0.05236266397384558,-0.02963161543102736,-0.026789395499155124,0.002703806819747721,-0.0065246740888271985,-0.02690670974830483,-0.005623280849291146,0.01010674295294697,0.010556786998311743
2022-03-30,-0.03799340561717762,-0.0025652696096766163,-0.027666815539432205,0.018034573942805474,0.01568292832706997,-0.01796054452648917,-0.015320904048007998,-0.009225341009966146,-0.04505586789462678,0.006719363468811532,-0.005456890926802617,0.01940350165135719,-0.021968184359251054,-0.012382458964998634,-0.030130505160782306,-0.020085811269885064,-0.02363963992136437,0.01991947357692891,-0.013965236975027846,0.002483513694892269
2022-03-31,-0.007615268077236088,-0.02538930532025626,-0.0033660084634328544,0.011982066637271893,-0.024155187850867052,0.016182255814627577,-0.016994418429553928,-0.009659678521456815,0.010613662460200957,-0.01326872314438976,0.0007514971867173121,-0.0062938165757618495,0.00258736013407637,-0.04761478211046995,-0.03659363630416166,0.012319340120936764,0.020743628112981007,-0.018209734070630427,-0.004880567043422687,0.005894385058046031
2022-04-01,0.013864352033174083,-0.04055354543341697,-0.01772080493956754,-0.0066515875969975,0.014062803944720986,0.0499686096744299,-0.004560114536194358,-0.028139549242079776,0.00804536154402596,0.0264199157908142,0.0021602824195900185,-0.018132970903085858,0.01915987882960038,0.013270912369968699,-0.020521616883912488,0.007628512350686839,0.019945311353177453,0.02363780085117787,-0.0013289795061891194,-0.0071615889235863775
2022-04-04,0.024545476441625257,-0.02420321005961771,0.008771585818420108,-0.027400532547288584,0.021307525445192054,-0.00516091031222323,0.025371664712949386,0.00982825512711054,-0.0244644046012386,0.02849255464154487,0.031024905328554588,0.017645729851984312,-0.015231757300724399,-0.006120279087148177,0.002908544348115188,-0.014074207986628666,0.033846931449264095,0.0028865294345207368,-0.05406696094214714,0.006787116255124407
2022-04-05,-0.006963147936346264,-0.0014985311223689576,-0.007372387315713995,0.016140928332133753,0.022393755571067625,0.005661063245173075,-0.006786223742763181,-0.0008267440961834051,0.0003919923315525659,-0.016048600797296742,0.011578572971424696,0.009200846477209325,0.030808824795533468,0.0251069956057695,-0.013713498351802605,0.016405967490179293,-0.019019067661889433,0.013918642018816993,-0.010332283975202156,-0.02046506446751169
2022-04-06,0.005600906853948089,-0.053491342563082814,-0.03501951148810456,-0.0035498376754856636,0.0016488353326968492,-0.007386375403163777,-0.03158872597435197,-0.01635783684277011,0.007824186544747877,0.011635635412567251,-0.0003244623519188248,0.023136675620739778,0.007947940469184686,-0.014949113079164245,-0.005610041068232347,-0.028057323144157095,-0.002162779807828335,0.02224201238442677,0.013705801694219357,0.02804018651838244
